Ranking,Id,VesId,IMONum,RefNum,ShipName,YearBuilt,MonthBuilt,Type,Length,RepLength,Draught,GearSWLLargest,GearTypeLargest,PrplsnUnits,PropellerType,SvcSpeed,DWT,RepresentDWT,GT,RepresentGT,ROROLnLnth,ROROLnHt,Decks,Cars,RampSWL,Pax,ROROLnWidth,RORORampPosition,TEU,EnginesNumber,EngineDesign,EngineModel,Shipbuilder,EngBuilder,AuxNumEngBuilder,AuxNumEngDesign,AuxNumEngModel,GenNumber,GenKW,ProplnType,NewbldPrice,SalePrice,SaleDate,Crew,CountryBuilt,RegisteredOwner,Flag,Age,DWT_ThrougPut,GT_ThroughPut,DollarPerDWT,DollarPerGT,ImageURL,ROROName,PerComplete,FlagUrl,Country,ISO2,Built,CLINStatus,AgeValue,AgeRankPercent,DwtTptRankPercent,GtTptRankPercent,SpeedRankPercent,RepDwtRankPercent,GTRankPercent,LengthRankPercent,WeightedRanking
21,540,576,9724738,4169183,GRANDE LUANDA,2015,11,Ro-Ro Cargo Ship,236.3,230.8,9.95,40,CRANE,1,Controllable Pitch,20,32246,31135,71543,70432,5772,0,5,5254,150,0,0,Starboard Aft: 1,1800,1,Wartsila,8RT-flex58T,Hyundai Mipo Dockyard Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,5940,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,Grimaldi Deep Sea SpA,Italy,5,3095.616,6868.128,0,0,,GRANDE LUANDA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 74.628177%;"" aria-valuenow=""74.628177"" aria-valuemin=""0"" aria-valuemax=""100"">74%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2015-11,,40,88.888889,64.177275,79.151869,75.471698,56.901877,70.914931,79.831081,74.628177
22,490,526,9672090,4116535,GRANDE TEMA,2014,10,Ro-Ro Cargo Ship,236.3,230.8,9.95,40,CRANE,1,Controllable Pitch,20.3,31340,30229,71543,70432,5772,0,5,5254,150,0,0,Starboard Aft: 1,1800,1,Wartsila,8RT-flex58T,Hyundai Mipo Dockyard Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,5580,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,Grimaldi Deep Sea SpA,Italy,6,3053.7696,6971.14992,0,0,,GRANDE TEMA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 74.230400%;"" aria-valuenow=""74.230400"" aria-valuemin=""0"" aria-valuemax=""100"">74%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2014-10,,39,86.666667,63.309729,80.339147,76.603774,55.246084,70.914931,79.831081,74.2304
23,491,527,9672105,4116550,GRANDE COTONOU,2015,1,Ro-Ro Cargo Ship,236.32,230.82,9.75,40,CRANE,1,Controllable Pitch,20,31340,30229,71543,70432,5772,0,5,5254,150,0,0,Starboard Aft: 1,1800,1,Wartsila,8RT-flex58T,Hyundai Mipo Dockyard Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,5580,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,Grimaldi Deep Sea SpA,Italy,5,3008.64,6868.128,0,0,,GRANDE COTONOU,"<div class=""progress-bar"" role=""progressbar"" style=""width: 74.037400%;"" aria-valuenow=""74.037400"" aria-valuemin=""0"" aria-valuemax=""100"">74%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2015-01,,40,88.888889,62.374117,79.151869,75.471698,55.246084,70.914931,79.837838,74.0374
24,489,525,9672088,4116533,GRANDE LAGOS,2014,9,Ro-Ro Cargo Ship,236.32,230.82,9.75,40,CRANE,1,Controllable Pitch,20,31340,30229,71543,70432,5772,0,5,5254,150,0,0,Starboard Aft: 1,1800,1,Wartsila,8RT-flex58T,Hyundai Mipo Dockyard Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,5940,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,Grimaldi Deep Sea SpA,Italy,6,3008.64,6868.128,0,0,,GRANDE LAGOS,"<div class=""progress-bar"" role=""progressbar"" style=""width: 73.592955%;"" aria-valuenow=""73.592955"" aria-valuemin=""0"" aria-valuemax=""100"">73%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2014-09,,39,86.666667,62.374117,79.151869,75.471698,55.246084,70.914931,79.837838,73.592955
25,131,156,9191321,3635766,TARAGO,2000,9,Vehicles Carrier,244.6,239.1,11.75,0,,1,Fixed Pitch,20.7,39516,38405,67140,66029,0,6.4,8,5496,380,0,0,Starboard: 1,2340,1,B&W,8L70MC,Daewoo Heavy Industries Ltd,HSD Engine Co Ltd - South Korea,B&W,B&W,8L28/32H,5,7172,Oil Engine(s) Direct Drive,"$8,00,00,000 ",,,40,Korea South,Wilhelmsen Lines Shipowning,Norway,20,3926.30976,6671.0304,2083.062101,1211.588847,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 73.229026%;"" aria-valuenow=""73.229026"" aria-valuemin=""0"" aria-valuemax=""100"">73%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,25,55.555556,81.39894,76.880414,78.113208,70.188424,66.481741,82.635135,73.229026
26,368,398,9505027,3949472,CARMEN,2011,4,Vehicles Carrier,230.84,225.34,11.3,0,,1,Fixed Pitch,20.1,31143,30032,74258,73147,0,6.5,13,7934,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,STX Engine Co Ltd,MAN-B&W,9L21/31,3,4532,Oil Engine(s) Direct Drive,"$9,85,00,000 ",,,0,Korea South,Wallenius Lines AB,Sweden,9,3004.67664,7164.41184,3279.834843,1346.603415,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=479303,CARMEN,"<div class=""progress-bar"" role=""progressbar"" style=""width: 73.005746%;"" aria-valuenow=""73.005746"" aria-valuemin=""0"" aria-valuemax=""100"">73%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/160px-Flag_of_Sweden.svg.png,Sweden,SE,2011-04,,36,80,62.29195,82.566398,75.849057,54.88605,73.648547,77.986486,73.005746
27,370,400,9505041,3949486,FIGARO,2011,9,Vehicles Carrier,230.84,225.34,11.3,0,,1,Fixed Pitch,20.1,31143,30032,74258,73147,0,6.5,13,7800,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,STX Engine Co Ltd,MAN-B&W,9L21/31,3,4656,Oil Engine(s) Direct Drive,"$9,85,00,000 ",,,0,Korea South,Wall Ro/Ro AB,Sweden,9,3004.67664,7164.41184,3279.834843,1346.603415,,FIGARO,"<div class=""progress-bar"" role=""progressbar"" style=""width: 73.005746%;"" aria-valuenow=""73.005746"" aria-valuemin=""0"" aria-valuemax=""100"">73%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/160px-Flag_of_Sweden.svg.png,Sweden,SE,2011-09,,36,80,62.29195,82.566398,75.849057,54.88605,73.648547,77.986486,73.005746
28,129,154,9191307,3635752,TAMESIS,2000,4,Vehicles Carrier,244.52,239.02,11.75,0,,1,Fixed Pitch,20.6,39516,38405,67140,66029,0,6.4,8,5496,380,0,0,Starboard: 1,2392,1,B&W,8L70MC,Daewoo Heavy Industries Ltd,HSD Engine Co Ltd - South Korea,MAN-B&W,MAN-B&W,8L28/32H,5,7172,Oil Engine(s) Direct Drive,"$8,00,00,000 ",,,40,Korea South,Wilhelmsen Lines Shipowning,Norway,20,3907.34208,6638.8032,2083.062101,1211.588847,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 72.997767%;"" aria-valuenow=""72.997767"" aria-valuemin=""0"" aria-valuemax=""100"">72%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,25,55.555556,81.005708,76.509011,77.735849,70.188424,66.481741,82.608108,72.997767
29,371,401,9505053,3949498,TITANIA,2011,12,Vehicles Carrier,230.8,225.3,11.3,0,,1,Fixed Pitch,20.1,31108,29997,74255,73144,0,6.5,13,7800,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,STX Engine Co Ltd,MAN-B&W,9L21/31,3,4656,Oil Engine(s) Direct Drive,"$9,85,00,000 ",,,0,Korea South,Wilhelmsen Lines Shipowning,Malta,9,3001.29984,7164.1224,3283.6617,1346.658646,,TITANIA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 72.981044%;"" aria-valuenow=""72.981044"" aria-valuemin=""0"" aria-valuemax=""100"">72%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,2011-12,,36,80,62.221944,82.563062,75.849057,54.822085,73.645526,77.972973,72.981044
30,369,399,9505039,3949484,TIGER,2011,6,Vehicles Carrier,227.8,222.3,11.3,0,,1,Fixed Pitch,20.1,31143,30032,74255,73144,0,6.5,13,7800,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,STX Engine Co Ltd,MAN-B&W,9L21/31,3,4656,Oil Engine(s) Direct Drive,"$9,85,00,000 ",,,0,Korea South,Wilhelmsen Lines Shipowning,Malta,9,3004.67664,7164.1224,3279.834843,1346.658646,,TIGER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 72.936409%;"" aria-valuenow=""72.936409"" aria-valuemin=""0"" aria-valuemax=""100"">72%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,2011-06,,36,80,62.29195,82.563062,75.849057,54.88605,73.645526,76.959459,72.936409
31,163,191,9218648,3663093,TAMERLANE,2001,2,Vehicles Carrier,244.6,239.1,11.75,0,,1,Fixed Pitch,20.4,39401,38290,67140,66029,0,6.4,8,5496,380,0,0,Starboard Aft: 1,2340,1,B&W,8L70MC,Daewoo Shipbuilding & Marine,HSD Engine Co Ltd - South Korea,MAN-B&W,MAN-B&W,8L28/32H,5,8450,Oil Engine(s) Direct Drive,"$7,50,00,000 ",,,0,Korea South,Wilhelmsen Lines Shipowning,Norway,19,3858.14592,6574.3488,1958.735962,1135.864544,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 72.908833%;"" aria-valuenow=""72.908833"" aria-valuemin=""0"" aria-valuemax=""100"">72%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,26,57.777778,79.98579,75.766205,76.981132,69.978252,66.481741,82.635135,72.908833
32,130,155,9191319,3635764,TALISMAN,2000,6,Vehicles Carrier,240.6,235.1,11.75,0,,1,Fixed Pitch,20.9,38300,37189,67140,66029,0,6.4,8,5496,380,0,0,Starboard Aft: 1,2340,1,B&W,8L70MC,Daewoo Heavy Industries Ltd,HSD Engine Co Ltd - South Korea,B&W,B&W,8L28/32H,5,7172,Oil Engine(s) Direct Drive,"$8,00,00,000 ",,,0,Korea South,Wilhelmsen Lines Shipowning,Norway,20,3842.256,6735.4848,2151.173734,1211.588847,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 72.775283%;"" aria-valuenow=""72.775283"" aria-valuemin=""0"" aria-valuemax=""100"">72%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,25,55.555556,79.656365,77.62322,78.867925,67.96608,66.481741,81.283784,72.775283
33,735,774,9377509,3821954,OBERON,2008,10,Vehicles Carrier,231.6,226.1,11.3,0,,1,Fixed Pitch,20.7,30134,29023,71673,70562,0,6.5,13,8000,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,STX Engine Co Ltd,MAN-B&W,9L21/31,3,4532,Oil Engine(s) Direct Drive,"$8,60,00,000 ",,,38,Korea South,Wall Ro/Ro AB,Sweden,12,2994.11424,7121.42928,2963.167143,1218.786316,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 71.537502%;"" aria-valuenow=""71.537502"" aria-valuemin=""0"" aria-valuemax=""100"">71%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/160px-Flag_of_Sweden.svg.png,Sweden,SE,,,33,73.333333,62.072974,82.071045,78.113208,53.042016,71.045822,78.243243,71.537502
34,737,776,9377523,3821968,TIRRANNA,2009,6,Vehicles Carrier,231.6,226.1,11.3,0,,1,Fixed Pitch,20.5,29936,28825,71673,70562,0,6.5,13,7887,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,STX Engine Co Ltd,MAN-B&W,9L21/31,2,3400,Oil Engine(s) Direct Drive,"$8,60,00,000 ",,,0,Korea South,Wilhelmsen Lines Shipowning,Norway,11,2945.7024,7052.6232,2983.521249,1218.786316,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 71.430960%;"" aria-valuenow=""71.430960"" aria-valuemin=""0"" aria-valuemax=""100"">71%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,34,75.555556,61.069316,81.278088,77.358491,52.680154,71.045822,78.243243,71.43096
35,271,299,9798387,4242832,GLOVIS SONIC,2017,5,Vehicles Carrier,229.97,224.47,10.267,0,,1,Fixed Pitch,20,25353,24242,72269,71158,0,6.7,12,7409,310,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3990,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV20 Shipping Inc,Marshall Islands,3,2433.888,6937.824,0,0,,GLOVIS SONIC,"<div class=""progress-bar"" role=""progressbar"" style=""width: 71.085710%;"" aria-valuenow=""71.085710"" aria-valuemin=""0"" aria-valuemax=""100"">71%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2017-05,,42,93.333333,50.458551,79.955082,75.471698,44.30433,71.645909,77.692568,71.08571
36,272,300,9798399,4242844,GLOVIS SAFETY,2017,6,Vehicles Carrier,229.97,224.47,10.267,0,,1,Fixed Pitch,20,25353,24242,72269,71158,0,6.7,12,7409,310,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3990,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV21 Shipping Inc,Marshall Islands,3,2433.888,6937.824,0,0,,GLOVIS SAFETY,"<div class=""progress-bar"" role=""progressbar"" style=""width: 71.085710%;"" aria-valuenow=""71.085710"" aria-valuemin=""0"" aria-valuemax=""100"">71%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2017-06,,42,93.333333,50.458551,79.955082,75.471698,44.30433,71.645909,77.692568,71.08571
37,273,301,9798404,4242849,GLOVIS SKY,2017,9,Vehicles Carrier,229.97,224.47,10.267,0,,1,Fixed Pitch,20,25353,24242,72269,71158,0,6.7,12,7409,310,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3990,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV22 Shipping Inc,Marshall Islands,3,2433.888,6937.824,0,0,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3094147,GLOVIS SKY,"<div class=""progress-bar"" role=""progressbar"" style=""width: 71.085710%;"" aria-valuenow=""71.085710"" aria-valuemin=""0"" aria-valuemax=""100"">71%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2017-09,,42,93.333333,50.458551,79.955082,75.471698,44.30433,71.645909,77.692568,71.08571
38,274,302,9798416,4242861,GLOVIS SUNLIGHT,2017,12,Vehicles Carrier,229.97,224.47,10.267,0,,1,Fixed Pitch,20,25353,24242,72269,71158,0,6.7,12,7409,310,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3990,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV23 Shipping Inc,Marshall Islands,3,2433.888,6937.824,0,0,,GLOVIS SUNLIGHT,"<div class=""progress-bar"" role=""progressbar"" style=""width: 71.085710%;"" aria-valuenow=""71.085710"" aria-valuemin=""0"" aria-valuemax=""100"">71%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2017-12,,42,93.333333,50.458551,79.955082,75.471698,44.30433,71.645909,77.692568,71.08571
39,543,579,9728069,4172514,DRIVE GREEN HIGHWAY,2016,2,Vehicles Carrier,199.99,194.49,9.925,0,,1,Fixed Pitch,21.7,20034,18923,76387,75276,0,5.8,12,7573,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Japan Marine Utd - Ariake,Kawasaki Heavy Industries Ltd - Japan,,,,3,4200,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,JMU5044 Shipping SA,Panama,4,2086.74144,7956.46992,0,0,,DRIVE GREEN HIGHWAY,"<div class=""progress-bar"" role=""progressbar"" style=""width: 70.878441%;"" aria-valuenow=""70.878441"" aria-valuemin=""0"" aria-valuemax=""100"">70%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2016-02,,41,91.111111,43.261625,91.694486,81.886792,34.583402,75.792145,67.564189,70.878441
40,517,553,9700524,4144969,TRAVIATA,2019,4,Vehicles Carrier,199.81,194.31,11,0,,1,Fixed Pitch,20,23889,22778,73358,72247,0,0,13,8000,320,0,0,Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C8,Tianjin Xingang Shipbuilding,Unknown,MAN-B&W,MAN-B&W,9L21/31,4,6100,Oil Engine(s) Direct Drive,$0 ,,,0,China People's Republic Of,Wall Ro/Ro AB,Sweden,1,2293.344,7042.368,0,0,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3578656,TRAVIATA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 70.654019%;"" aria-valuenow=""70.654019"" aria-valuemin=""0"" aria-valuemax=""100"">70%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/160px-Flag_of_Sweden.svg.png,Sweden,SE,2019-04,CLIN-0001,44,97.777778,47.54484,81.159901,75.471698,41.628744,72.742376,67.503378,70.654019
41,373,403,9505089,3949534,TULANE,2012,6,Vehicles Carrier,229.99,224.49,11,0,,1,Fixed Pitch,19.7,28818,27707,72295,71184,0,6.5,13,7900,320,0,0,Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C8,Hyundai Heavy Inds - Ulsan,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,6H21/32,3,3240,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,Wilhelmsen Lines Shipowning,Malta,8,2725.03008,6836.2152,0,0,,TULANE,"<div class=""progress-bar"" role=""progressbar"" style=""width: 70.512277%;"" aria-valuenow=""70.512277"" aria-valuemin=""0"" aria-valuemax=""100"">70%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,2012-06,,37,82.222222,56.494411,78.78409,74.339623,50.636914,71.672087,77.699324,70.512277
42,736,775,9377511,3821956,TIJUCA,2008,12,Vehicles Carrier,231.6,226.1,11.3,0,,1,Fixed Pitch,20.1,30089,28978,71673,70562,0,6.5,13,8000,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,STX Engine Co Ltd,MAN-B&W,9L21/31,3,4532,Oil Engine(s) Direct Drive,"$8,60,00,000 ",,,38,Korea South,Wilhelmsen Lines Shipowning,Norway,12,2902.98672,6915.01104,2967.768652,1218.786316,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 70.250565%;"" aria-valuenow=""70.250565"" aria-valuemin=""0"" aria-valuemax=""100"">70%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,33,73.333333,60.183749,79.692174,75.849057,52.959775,71.045822,78.243243,70.250565
43,345,375,9472206,3916651,GRAND URANUS,2012,1,Vehicles Carrier,232.39,226.89,10.019,0,,1,Fixed Pitch,20,26985,25874,72408,71297,0,6.7,12,8011,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3780,Oil Engine(s) Direct Drive,"$9,00,00,000 ","$5,50,00,000 ",07/10/2014,0,Korea South,White Tulip Shipping SA,Hong Kong,8,2590.56,6951.168,3478.3953,1262.325203,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=685836,GRAND URANUS,"<div class=""progress-bar"" role=""progressbar"" style=""width: 70.023073%;"" aria-valuenow=""70.023073"" aria-valuemin=""0"" aria-valuemax=""100"">70%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/200px-Flag_of_Hong_Kong.svg.png,Hong Kong,HK,,,37,82.222222,53.706623,80.108865,75.471698,47.286949,71.785862,78.510135,70.023073
44,516,552,9700512,4144957,TITUS,2018,5,Vehicles Carrier,199.9,194.4,11,0,,1,Fixed Pitch,19.7,23889,22778,73358,72247,0,0,13,8000,320,0,0,Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C8,Tianjin Xingang Shipbuilding,Doosan Engine Co Ltd - South Korea,MAN-B&W,MAN-B&W,9L21/31,3,4600,Oil Engine(s) Direct Drive,$0 ,,,0,China People's Republic Of,Wall Ro/Ro AB,Malta,2,2258.94384,6936.73248,0,0,,TITUS,"<div class=""progress-bar"" role=""progressbar"" style=""width: 69.627000%;"" aria-valuenow=""69.627000"" aria-valuemin=""0"" aria-valuemax=""100"">69%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,2018-05,,43,95.555556,46.831668,79.942503,74.339623,41.628744,72.742376,67.533784,69.627
45,270,298,9789245,4233690,DELPHINE,2018,1,Ro-Ro Cargo Ship,234.06,228.56,8.117,0,,1,Controllable Pitch,18,27687,26576,74273,73162,7972,7,9,3795,180,0,0,Centre Or Only: 1,0,1,MAN-B&W,9L60ME-C,Hyundai Mipo Dockyard Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H32/40,4,12200,Oil Engine(s) Direct Drive,"$9,30,00,000 ",,,28,Korea South,Shiplux XII SA,Malta,2,2392.1568,6417.1872,3499.397953,1271.151691,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3006458,DELPHINE,"<div class=""progress-bar"" role=""progressbar"" style=""width: 69.604145%;"" aria-valuenow=""69.604145"" aria-valuemin=""0"" aria-valuemax=""100"">69%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,2018-01,CLIN-0001,43,95.555556,49.593394,73.954994,67.924528,48.569914,73.663649,79.074324,69.604145
46,837,878,9445394,3889839,G POSEIDON,2011,3,Vehicles Carrier,232.39,226.89,10,0,,1,Fixed Pitch,20,27003,25892,72408,71297,0,6.7,12,8011,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3780,Oil Engine(s) Direct Drive,"$9,00,00,000 ","$5,60,00,000 ",03/06/2014,0,Korea South,G Poseidon Corp,Panama,9,2592.288,6951.168,3475.977136,1262.325203,,G POSEIDON,"<div class=""progress-bar"" role=""progressbar"" style=""width: 69.590375%;"" aria-valuenow=""69.590375"" aria-valuemin=""0"" aria-valuemax=""100"">69%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2011-03,,36,80,53.742447,80.108865,75.471698,47.319846,71.785862,78.510135,69.590375
47,829,870,9441867,3886312,DONG-A GLAUCOS,2011,1,Vehicles Carrier,232.39,226.89,10,0,,1,Fixed Pitch,20,26985,25874,72408,71297,0,6.7,12,8011,320,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,8S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3900,Oil Engine(s) Direct Drive,"$9,00,00,000 ","$5,60,00,000 ",03/06/2014,0,Korea South,DAT Pacific Eternity SA,Marshall Islands,9,2590.56,6951.168,3478.3953,1262.325203,,DONG-A GLAUCOS,"<div class=""progress-bar"" role=""progressbar"" style=""width: 69.578629%;"" aria-valuenow=""69.578629"" aria-valuemin=""0"" aria-valuemax=""100"">69%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2011-01,,36,80,53.706623,80.108865,75.471698,47.286949,71.785862,78.510135,69.578629
